,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
0,0.822932779788971,0.6353806257247925,0.32505255937576294,0.6756322383880615,0.4666793644428253,0.3401586711406708,0.6521083116531372,0.5572559833526611,0.07599057257175446,0.006959299091249704,0.6802812814712524,0.10077665001153946,0.2412736713886261,0.030340800061821938,0.009841187857091427,0.288096159696579,0.1450745314359665,0.10170871019363403,0.4721202552318573,0.0009421594440937042,0.7743018269538879,0.9041712880134583,0.5626871585845947,0.9625054001808167,0.9566571712493896,0.7231869697570801,0.1847304403781891,0.09544000774621964,0.7975123524665833,0.7867226004600525
1,0.8297820091247559,0.6077022552490234,0.045492127537727356,0.6360025405883789,0.9208359122276306,0.6952094435691833,0.6065981984138489,0.6679666042327881,0.37269172072410583,0.0008351817959919572,0.2622801959514618,0.0671849250793457,0.7430437207221985,0.004364232067018747,0.7455734610557556,0.03891109302639961,0.08598138391971588,0.06764136999845505,0.4733019173145294,0.006427916698157787,0.7585510015487671,0.5280172824859619,0.28028440475463867,0.7345283627510071,0.7773054242134094,0.3497765362262726,0.026871483772993088,0.02303665317595005,0.45551443099975586,0.7428918480873108
2,0.6185970902442932,0.31355586647987366,0.0072300489991903305,0.6867280006408691,0.7361443638801575,0.8479969501495361,0.4616953730583191,0.24674451351165771,0.1243155300617218,0.0020274403505027294,0.4194009304046631,0.14550499618053436,0.0033398482482880354,0.0031296100933104753,0.001643672352656722,0.23834563791751862,0.7289332151412964,0.22433032095432281,0.16922149062156677,8.214445551857352e-05,0.5472190976142883,0.9044572114944458,0.6486464738845825,0.9398586750030518,0.9196445941925049,0.7574589848518372,0.6622219681739807,0.2680647671222687,0.5690313577651978,0.7724131941795349
3,0.8326423168182373,0.7201838493347168,0.0625360757112503,0.8662090301513672,0.8923011422157288,0.9426310062408447,0.5467711091041565,0.5849237442016602,0.3298705816268921,0.0010035173036158085,0.1309344321489334,0.9641107320785522,0.01971985027194023,0.007253576535731554,0.11498310416936874,0.02579079382121563,0.03229847177863121,0.09215196967124939,0.4301396310329437,0.001760005485266447,0.7725918889045715,0.8713549375534058,0.7066656947135925,0.9000124335289001,0.9202744364738464,0.751031219959259,0.023304780945181847,0.07205317169427872,0.841118335723877,0.5846694707870483
4,0.7805404663085938,0.7473208904266357,0.0019297886174172163,0.6118680238723755,0.8200133442878723,0.8984216451644897,0.413592129945755,0.39961767196655273,0.220902681350708,0.0003775317454710603,0.3365417420864105,0.6148707866668701,0.0009671190055087209,0.0003324552671983838,0.00029186942265369,0.0019471414852887392,0.9108275771141052,0.3200426399707794,0.08381957560777664,9.953938388207462e-06,0.778063952922821,0.7773357629776001,0.4036525785923004,0.8619542717933655,0.8457297086715698,0.5311182141304016,0.9056012630462646,0.24427121877670288,0.04645616188645363,0.6635369658470154
5,0.4943057596683502,0.36304518580436707,0.00173257349524647,0.6783588528633118,0.8215448260307312,0.889379620552063,0.3727279603481293,0.281488299369812,0.04249108210206032,0.0014337997417896986,0.25000324845314026,0.33786341547966003,0.0009040986769832671,6.082360050641e-05,0.0006085041095502675,0.015239516273140907,0.8657093048095703,0.3580397069454193,0.03314121440052986,8.950410119723529e-06,0.4856610596179962,0.7010022401809692,0.4082513749599457,0.809437096118927,0.8417903780937195,0.47470811009407043,0.9047741293907166,0.2515634298324585,0.020058179274201393,0.5730817317962646
6,0.3769580125808716,0.17337749898433685,0.0022439886815845966,0.7206380367279053,0.6371825933456421,0.9250996112823486,0.30481624603271484,0.14363914728164673,0.10058329999446869,0.021065790206193924,0.5136327743530273,0.1111355796456337,0.0019644389394670725,0.000993370427750051,0.0008383231470361352,0.001997395185753703,0.8013989329338074,0.18149785697460175,0.3911980390548706,6.764589488739148e-05,0.2434118241071701,0.8645504117012024,0.4994502067565918,0.8988629579544067,0.9507946372032166,0.672873318195343,0.8304838538169861,0.195043683052063,0.47795262932777405,0.6556293964385986
7,0.7730092406272888,0.7797598838806152,0.02207859791815281,0.5197404623031616,0.7592246532440186,0.7150511145591736,0.5342522859573364,0.42693084478378296,0.3719477355480194,0.0003055026463698596,0.4929274022579193,0.22685377299785614,0.0009075976558960974,0.0004520005313679576,0.00022152239398565143,0.013156847096979618,0.8407760262489319,0.44810011982917786,0.20394597947597504,1.312335461989278e-05,0.8464714288711548,0.7609864473342896,0.43118131160736084,0.8769960999488831,0.8904910087585449,0.5072278380393982,0.8141643404960632,0.39999017119407654,0.08078759163618088,0.6947453618049622
8,0.6165653467178345,0.29558202624320984,0.013524326495826244,0.7896996736526489,0.6486701369285583,0.826996386051178,0.44476738572120667,0.30426982045173645,0.045714035630226135,0.01038364414125681,0.5918720960617065,0.3740212917327881,0.0041591995395720005,0.0012248934945091605,0.00203178939409554,0.00965629331767559,0.6400444507598877,0.22324636578559875,0.4632684886455536,7.255946547957137e-05,0.3737230598926544,0.1666562408208847,0.11724089086055756,0.3264314532279968,0.4259372353553772,0.12801292538642883,0.20203644037246704,0.029525479301810265,0.25843358039855957,0.4701753556728363
9,0.8101901412010193,0.7164232730865479,0.03597397729754448,0.7606630325317383,0.8944575786590576,0.9141262173652649,0.5699518918991089,0.494560569524765,0.649228036403656,0.0007032026769593358,0.18239983916282654,0.42547520995140076,0.015537011437118053,0.00460365554317832,0.12595486640930176,0.026538850739598274,0.24473847448825836,0.24451810121536255,0.6911362409591675,0.0035832005087286234,0.8338249325752258,0.8904462456703186,0.5004008412361145,0.958853006362915,0.9510462284088135,0.6951190233230591,0.5590822696685791,0.2287454456090927,0.3014146387577057,0.698860764503479
