question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written,qa_id
0.6818636655807495,0.6750190258026123,0.13060545921325684,0.5633234977722168,0.5656028389930725,0.5772773027420044,0.5349940061569214,0.4034254550933838,0.4288569390773773,0.006272603757679462,0.621185839176178,0.36919987201690674,0.3431197702884674,0.05078252777457237,0.008886398747563362,0.35639461874961853,0.37433019280433655,0.19927047193050385,0.5081374049186707,0.0008163315942510962,0.729006290435791,0.7725005149841309,0.4799177944660187,0.8376520872116089,0.8173824548721313,0.5544722676277161,0.35503721237182617,0.2927297055721283,0.7366333603858948,0.6386616826057434,0
0.7752401232719421,0.7213742136955261,0.04818642511963844,0.533078134059906,0.8254609107971191,0.6323282122612,0.5789391398429871,0.5530593395233154,0.47843092679977417,0.0025016015861183405,0.37793174386024475,0.13092434406280518,0.6941946148872375,0.014627933502197266,0.44622769951820374,0.10757498443126678,0.1780504286289215,0.17581436038017273,0.40070605278015137,0.0035671498626470566,0.712786853313446,0.5240396857261658,0.35111936926841736,0.6795499324798584,0.7124968767166138,0.4249343276023865,0.09777459502220154,0.1272905021905899,0.4539952874183655,0.7172089219093323,1
0.5882339477539062,0.266056090593338,0.03316310793161392,0.7448137998580933,0.7003340125083923,0.753355085849762,0.4228133261203766,0.2670254409313202,0.19085979461669922,0.00514861848205328,0.3924534022808075,0.4502885043621063,0.052862487733364105,0.005670590791851282,0.003087218152359128,0.547818660736084,0.46497878432273865,0.2669840455055237,0.1665651947259903,0.00015951399109326303,0.4450906217098236,0.8270304799079895,0.5807175040245056,0.8892971277236938,0.8586496114730835,0.6768757700920105,0.48799222707748413,0.2936193346977234,0.5174928903579712,0.622166633605957,2
0.7854418754577637,0.6962956190109253,0.08967462182044983,0.793310821056366,0.8121852874755859,0.8560357689857483,0.5643734931945801,0.5384979844093323,0.4706178605556488,0.004013909958302975,0.17609097063541412,0.894856333732605,0.034966401755809784,0.05421087518334389,0.08553382754325867,0.29792094230651855,0.1371646374464035,0.16220444440841675,0.4216230809688568,0.017271801829338074,0.7283593416213989,0.8270487189292908,0.7111700177192688,0.8326708078384399,0.8415883183479309,0.7436652779579163,0.20949439704418182,0.24865935742855072,0.7538925409317017,0.659782886505127,3
0.7122685313224792,0.7291426062583923,0.007112452294677496,0.6671033501625061,0.7690631151199341,0.8899509906768799,0.4295211434364319,0.35346487164497375,0.3334164321422577,0.0015024192398414016,0.4093170762062073,0.734897255897522,0.006753860041499138,0.0038101961836218834,0.001781314262188971,0.012356467545032501,0.8271574974060059,0.31521350145339966,0.15281036496162415,5.097278699395247e-05,0.7676317691802979,0.5853156447410583,0.3229728639125824,0.7236925363540649,0.7312326431274414,0.42337507009506226,0.7621994018554688,0.23926953971385956,0.1417064368724823,0.5537757277488708,5
0.46552976965904236,0.20519328117370605,0.011606614105403423,0.6839828491210938,0.7164076566696167,0.8451531529426575,0.37652838230133057,0.2859145700931549,0.11399770528078079,0.02073187194764614,0.35572198033332825,0.3082207143306732,0.008037014864385128,0.0025635056663304567,0.005148066207766533,0.05819891393184662,0.7633712887763977,0.3848319351673126,0.10192803293466568,3.185828245477751e-05,0.3543636202812195,0.7992992401123047,0.5098111033439636,0.8560231924057007,0.8905187249183655,0.6290751695632935,0.8035141825675964,0.33024176955223083,0.14674119651317596,0.5501691102981567,6
0.4574825167655945,0.13447393476963043,0.0135246142745018,0.5482651591300964,0.7570206522941589,0.8694424629211426,0.3806622326374054,0.20978790521621704,0.6735218167304993,0.010858912020921707,0.39351481199264526,0.563236653804779,0.022715581580996513,0.02723897248506546,0.008385309018194675,0.048019763082265854,0.7194120287895203,0.3916926681995392,0.5737313628196716,0.00052220793440938,0.33354881405830383,0.7402122616767883,0.46155601739883423,0.8121963739395142,0.8456478118896484,0.5449807047843933,0.6680614948272705,0.36661502718925476,0.6948335766792297,0.6281228065490723,7
0.774152398109436,0.7993783950805664,0.04001149907708168,0.6006011962890625,0.7413447499275208,0.7176619172096252,0.5297313928604126,0.44509658217430115,0.39241939783096313,0.002383462619036436,0.4274232089519501,0.339510977268219,0.01811697520315647,0.0041854605078697205,0.006024521309882402,0.109004445374012,0.7770532369613647,0.49161583185195923,0.12542271614074707,4.358452861197293e-05,0.7890422344207764,0.5457260012626648,0.3331306278705597,0.681164026260376,0.667201042175293,0.35771775245666504,0.703096330165863,0.3401201665401459,0.09072789549827576,0.5468864440917969,9
0.5504105687141418,0.29722297191619873,0.05923682451248169,0.70290607213974,0.5875951051712036,0.7253649830818176,0.4474684000015259,0.28311505913734436,0.261425644159317,0.04073911905288696,0.5601949691772461,0.31474757194519043,0.02919553965330124,0.015679169446229935,0.008869417943060398,0.05112190544605255,0.5420745611190796,0.26990509033203125,0.6137819290161133,0.0002897210360970348,0.43347275257110596,0.4970565140247345,0.29931920766830444,0.6767899394035339,0.7128762006759644,0.32836440205574036,0.4323822259902954,0.2103431522846222,0.5531227588653564,0.5322681665420532,11
0.7811992168426514,0.7467645406723022,0.03747875243425369,0.6992714405059814,0.7857003808021545,0.88597172498703,0.5820376873016357,0.48788705468177795,0.39115461707115173,0.003491197945550084,0.24690426886081696,0.1346742957830429,0.003542718943208456,0.0071266768500208855,0.04260272905230522,0.014997923746705055,0.5958263874053955,0.332996666431427,0.4473917484283447,0.00010754258983070031,0.7694528698921204,0.7609776258468628,0.4168688952922821,0.8418275713920593,0.8634787797927856,0.5965720415115356,0.4923838675022125,0.29809996485710144,0.5061089992523193,0.6272258162498474,12
0.6429184079170227,0.5474266409873962,0.02088013105094433,0.5192908048629761,0.7376778721809387,0.7203583717346191,0.460836261510849,0.3662538230419159,0.23718716204166412,0.00835964735597372,0.39673736691474915,0.13233910501003265,0.02307845838367939,0.003012825734913349,0.003660028800368309,0.09966297447681427,0.8314412832260132,0.4623432457447052,0.14913411438465118,0.00012571742990985513,0.5430493354797363,0.6036213636398315,0.41353896260261536,0.7363999485969543,0.6937878727912903,0.424832820892334,0.6900489926338196,0.2808838188648224,0.23993846774101257,0.6298520565032959,14
0.41156360507011414,0.164399191737175,0.01451217569410801,0.5418527722358704,0.6971256136894226,0.840502142906189,0.37606295943260193,0.20888225734233856,0.236555278301239,0.021578487008810043,0.42858895659446716,0.294301301240921,0.003847606712952256,0.004447330255061388,0.0073968288488686085,0.01535214576870203,0.6598457098007202,0.3627244830131531,0.5443542003631592,5.386254269978963e-05,0.37061741948127747,0.5450759530067444,0.4230267107486725,0.6997323632240295,0.7948808670043945,0.3992016017436981,0.5723122358322144,0.30021244287490845,0.6146813631057739,0.5821770429611206,15
0.4664212763309479,0.1693870723247528,0.02209034375846386,0.5911269783973694,0.6087972521781921,0.7633974552154541,0.3523857593536377,0.23718172311782837,0.3236559331417084,0.026313666254281998,0.5906111001968384,0.18997807800769806,0.031966377049684525,0.0075966608710587025,0.013715395703911781,0.03243451938033104,0.7470900416374207,0.35698404908180237,0.5917618870735168,0.00017957607633434236,0.31855452060699463,0.5850929617881775,0.382644385099411,0.7044732570648193,0.7834810614585876,0.4260745942592621,0.7403164505958557,0.35502010583877563,0.4106663167476654,0.4873741567134857,16
0.7581519484519958,0.8130916357040405,0.036680128425359726,0.3810427784919739,0.8668496608734131,0.814793586730957,0.45146888494491577,0.3717014491558075,0.531283974647522,0.00028504495276138186,0.19142520427703857,0.16417987644672394,0.8866838216781616,0.021068952977657318,0.175954207777977,0.08909193426370621,0.01614421419799328,0.019204072654247284,0.7971625924110413,0.0017129976768046618,0.7069453597068787,0.8623020648956299,0.7810035347938538,0.900836169719696,0.9132369160652161,0.7726287245750427,0.030581802129745483,0.06867140531539917,0.9183378219604492,0.6527643203735352,17
0.6093085408210754,0.40684521198272705,0.21837016940116882,0.5566802024841309,0.4362453818321228,0.34792155027389526,0.429984986782074,0.3305806815624237,0.457824170589447,0.015621871687471867,0.8338271379470825,0.48668625950813293,0.8164238929748535,0.0553385391831398,0.012216893956065178,0.09753302484750748,0.31073492765426636,0.2543222904205322,0.4940899610519409,0.0007471093558706343,0.5760459303855896,0.612962007522583,0.3518517315387726,0.7669110298156738,0.7138029336929321,0.36099767684936523,0.29903990030288696,0.24629540741443634,0.5219446420669556,0.6348102688789368,18
0.8421165943145752,0.796607255935669,0.13486966490745544,0.6627780795097351,0.5701419711112976,0.5615085959434509,0.5929543972015381,0.4943939745426178,0.3129369914531708,0.006328357849270105,0.5947930812835693,0.13613846898078918,0.11782192438840866,0.033373069018125534,0.007995839230716228,0.60939621925354,0.6796191930770874,0.32155686616897583,0.21161800622940063,0.0003893248504027724,0.7516754865646362,0.736893355846405,0.5686202645301819,0.8806901574134827,0.829425573348999,0.5922333598136902,0.589361310005188,0.361053466796875,0.5613928437232971,0.6744863986968994,19
0.47550252079963684,0.2427220195531845,0.008347474038600922,0.5924103260040283,0.7695971131324768,0.851868212223053,0.35504767298698425,0.2087629735469818,0.3377976417541504,0.004486527293920517,0.3796676695346832,0.4584576487541199,0.022440370172262192,0.0016217459924519062,0.0032321650069206953,0.04496821388602257,0.8286429047584534,0.3567669987678528,0.12879051268100739,3.2340834877686575e-05,0.4191618859767914,0.7497370839118958,0.4777962267398834,0.8286216259002686,0.8581535220146179,0.529125452041626,0.8256108164787292,0.3323616087436676,0.2461201548576355,0.653816819190979,22
0.8535569906234741,0.7577241659164429,0.031837720423936844,0.6209053993225098,0.8534848093986511,0.8679679036140442,0.6441182494163513,0.6092537641525269,0.682427167892456,0.0006735659553669393,0.23484213650226593,0.6976231932640076,0.02941562980413437,0.026290476322174072,0.022870901972055435,0.2982834577560425,0.2217531055212021,0.29185858368873596,0.3551534414291382,0.005104128737002611,0.790198564529419,0.9095566272735596,0.8385624289512634,0.9313392639160156,0.9268707036972046,0.8179205656051636,0.30082637071609497,0.4079461395740509,0.7350776791572571,0.7852494716644287,23
0.5930864214897156,0.3550187051296234,0.023946894332766533,0.7731577157974243,0.6949091553688049,0.9040250778198242,0.4125767648220062,0.2445884793996811,0.3157183825969696,0.009013423696160316,0.4210699200630188,0.8617040514945984,0.04015194997191429,0.03115633688867092,0.00564560666680336,0.03402557224035263,0.4960099756717682,0.2183244824409485,0.339505672454834,0.0008869162993505597,0.5062463283538818,0.8621730804443359,0.613105058670044,0.9225354194641113,0.9256948828697205,0.6967437863349915,0.4695466160774231,0.2588905692100525,0.7655880451202393,0.689810574054718,24
0.7437773942947388,0.689071536064148,0.015509944409132004,0.7571316361427307,0.7187191247940063,0.8787589073181152,0.5379176139831543,0.46668195724487305,0.4200137257575989,0.002546920208260417,0.3988240361213684,0.8236696124076843,0.007741107605397701,0.005426192190498114,0.004068952985107899,0.02339886873960495,0.8322479128837585,0.3504369258880615,0.15648309886455536,0.0004357975267339498,0.6661227941513062,0.7548040747642517,0.4594910442829132,0.8139405250549316,0.814128577709198,0.5698809623718262,0.8503707647323608,0.3187517523765564,0.14722202718257904,0.5796958208084106,25
0.8639059662818909,0.7104387879371643,0.21516473591327667,0.6491937041282654,0.7063659429550171,0.5617080926895142,0.6975457072257996,0.6964306831359863,0.2755625247955322,0.006840258836746216,0.4593169689178467,0.5247799754142761,0.009695437736809254,0.0921507328748703,0.0053394814021885395,0.1091640368103981,0.0657944455742836,0.1000528484582901,0.7508997917175293,0.00024866286548785865,0.8619340062141418,0.5349433422088623,0.3376380503177643,0.7469172477722168,0.7070310711860657,0.403632789850235,0.07720749825239182,0.07766852527856827,0.667680025100708,0.664210319519043,27
0.47306787967681885,0.16952040791511536,0.18340899050235748,0.5137147307395935,0.6412675380706787,0.6479908227920532,0.5367760062217712,0.6020850539207458,0.3193536102771759,0.01036931574344635,0.4958946704864502,0.638076663017273,0.01128673367202282,0.010892294347286224,0.20113687217235565,0.008006462827324867,0.07060348242521286,0.16649369895458221,0.7816120982170105,0.0027988767251372337,0.561768651008606,0.5561691522598267,0.49622276425361633,0.7223523259162903,0.8338336944580078,0.45334163308143616,0.07164561748504639,0.1134803369641304,0.8311681747436523,0.6476635932922363,29
