,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
0,0.8265924453735352,0.8401125073432922,0.22552405297756195,0.49630609154701233,0.5575863122940063,0.35798975825309753,0.6715290546417236,0.6030760407447815,0.15258446335792542,0.0018446143949404359,0.6612600088119507,0.11206535249948502,0.1631985604763031,0.054087083786726,0.004877627361565828,0.07345343381166458,0.12747395038604736,0.13248826563358307,0.6797799468040466,0.0001893380976980552,0.8875338435173035,0.8641703724861145,0.5466060638427734,0.9383271336555481,0.9134818315505981,0.669934868812561,0.08247046917676926,0.09860940277576447,0.8591691255569458,0.7873496413230896
1,0.8405132293701172,0.7170965075492859,0.11495938152074814,0.642395555973053,0.9261724948883057,0.6808295845985413,0.5531067252159119,0.6705663800239563,0.2500271797180176,0.0015953690744936466,0.28104183077812195,0.10507021844387054,0.8556196689605713,0.0059596276842057705,0.702855110168457,0.06142286956310272,0.010686717927455902,0.019593585282564163,0.35410580039024353,0.011934079229831696,0.7846421003341675,0.566571831703186,0.3162224590778351,0.6937749981880188,0.772133469581604,0.3463875949382782,0.007025450933724642,0.017971787601709366,0.49080130457878113,0.718345046043396
2,0.514406144618988,0.1698160022497177,0.008477471768856049,0.702178418636322,0.749295711517334,0.8294721841812134,0.4231012165546417,0.2540152072906494,0.12734700739383698,0.0031972741708159447,0.3853675425052643,0.3083678185939789,0.015298529528081417,0.007039959076792002,0.0011188068892806768,0.17618098855018616,0.6866315007209778,0.29953375458717346,0.1681554913520813,7.135135092539713e-05,0.41186225414276123,0.8868985772132874,0.6058412790298462,0.9356268048286438,0.9289454817771912,0.7135792374610901,0.6558459401130676,0.3892979621887207,0.5097631812095642,0.707070529460907
3,0.8345739245414734,0.758912980556488,0.08348407596349716,0.8545717000961304,0.7444219589233398,0.8503737449645996,0.5625834465026855,0.6288418173789978,0.24324312806129456,0.001028530765324831,0.31135159730911255,0.9600114822387695,0.030703766271471977,0.02868812531232834,0.030846603214740753,0.016513759270310402,0.05314513295888901,0.16512267291545868,0.39925292134284973,0.005253261886537075,0.8172745108604431,0.8338035941123962,0.7509382963180542,0.8513903617858887,0.9255164265632629,0.7840782999992371,0.13113030791282654,0.2466559261083603,0.7188647389411926,0.7204141616821289
4,0.798984169960022,0.781526505947113,0.0026086720172315836,0.6905787587165833,0.8210340738296509,0.9066299200057983,0.4874270558357239,0.46481236815452576,0.40066999197006226,0.00012540948227979243,0.318295955657959,0.6967645883560181,0.0013181254034861922,0.0005850493325851858,0.0007518206257373095,0.0049150679260492325,0.8861926794052124,0.2869989573955536,0.08527601510286331,8.843800060276408e-06,0.7962493300437927,0.7666236758232117,0.40225347876548767,0.8319169282913208,0.9267934560775757,0.6339704394340515,0.9263383746147156,0.1666453331708908,0.014816148206591606,0.5247296690940857
5,0.5506360530853271,0.2767332196235657,0.0031990206334739923,0.6706042885780334,0.7651361227035522,0.8266797661781311,0.40373334288597107,0.3324924409389496,0.08835849910974503,0.0006293464102782309,0.4062379002571106,0.20555146038532257,0.001281132223084569,6.511740502901375e-05,0.00017863082757685333,0.06391634047031403,0.9114848375320435,0.32413527369499207,0.03049544245004654,5.378879450290697e-06,0.4927111268043518,0.8598331809043884,0.4873656630516052,0.9359833002090454,0.9517855048179626,0.6252877116203308,0.9311062693595886,0.2044992446899414,0.014031992293894291,0.6223145127296448
6,0.36342594027519226,0.08311259001493454,0.0021613179706037045,0.7191222310066223,0.7449932098388672,0.9280750751495361,0.33786651492118835,0.1693861186504364,0.2863321900367737,0.002255601342767477,0.41844096779823303,0.8315633535385132,0.0032704758923500776,0.002474157139658928,0.0005338015034794807,0.003235560143366456,0.5274044871330261,0.22864185273647308,0.5127265453338623,4.549434015643783e-05,0.2562878131866455,0.9395878911018372,0.5574101805686951,0.959574818611145,0.9656265377998352,0.7560835480690002,0.5224812030792236,0.23427855968475342,0.8620379567146301,0.6805703043937683
7,0.7417658567428589,0.7310214042663574,0.18594056367874146,0.4446870684623718,0.5826277732849121,0.4038182199001312,0.586484432220459,0.4862724244594574,0.4988507330417633,0.0037888071965426207,0.6997530460357666,0.43519851565361023,0.04113416001200676,0.011199555359780788,0.0028887952212244272,0.12718908488750458,0.6718683242797852,0.5167548060417175,0.25940635800361633,0.00038934394251555204,0.817286491394043,0.609528124332428,0.26542460918426514,0.8234132528305054,0.8029711246490479,0.3279185891151428,0.684291422367096,0.4345133900642395,0.10982678085565567,0.7473957538604736
8,0.4670964777469635,0.1956499069929123,0.013560605235397816,0.5818811655044556,0.739923894405365,0.8288688063621521,0.4218110740184784,0.2860621213912964,0.1654556542634964,0.012085996568202972,0.38594532012939453,0.6446549296379089,0.0023905320558696985,0.004073224030435085,0.003013529349118471,0.010050788521766663,0.6378046274185181,0.28892841935157776,0.4291519820690155,0.00019910033734049648,0.3784235417842865,0.07026100903749466,0.09398675709962845,0.1545547991991043,0.17187711596488953,0.054077792912721634,0.46979305148124695,0.11723974347114563,0.23126132786273956,0.3959285616874695
9,0.7526693344116211,0.5508028268814087,0.040873780846595764,0.6289349794387817,0.8885520100593567,0.8593176007270813,0.46404001116752625,0.48476442694664,0.6746403574943542,0.003061441471800208,0.27254077792167664,0.284964919090271,0.018449312075972557,0.007942569442093372,0.3669702410697937,0.04027099907398224,0.4855092763900757,0.3028498888015747,0.4857483506202698,0.00907729659229517,0.7012758851051331,0.8682873249053955,0.4614369571208954,0.9293208122253418,0.8993886709213257,0.653922975063324,0.76041579246521,0.31655675172805786,0.17800293862819672,0.656801700592041
10,0.7555899620056152,0.6335484981536865,0.04627154767513275,0.5699265003204346,0.6943327188491821,0.4730300009250641,0.5892468690872192,0.5327242016792297,0.37940841913223267,0.0023585676681250334,0.562381386756897,0.20992140471935272,0.02313469536602497,0.0008853563922457397,0.002895607380196452,0.5505473017692566,0.7421227097511292,0.44175487756729126,0.11235569417476654,0.0003593464207369834,0.6541198492050171,0.28016847372055054,0.1718747764825821,0.5950139760971069,0.3960171043872833,0.14381533861160278,0.4894218444824219,0.24358229339122772,0.284578800201416,0.6737138628959656
11,0.3763102889060974,0.07239247113466263,0.006698163226246834,0.583739697933197,0.649336040019989,0.8357619047164917,0.35359492897987366,0.2132333368062973,0.1294679194688797,0.020665159448981285,0.5578558444976807,0.08780564367771149,0.0004049772978760302,0.0018636768218129873,0.001036386820487678,0.005731186829507351,0.7180156707763672,0.2225414663553238,0.7974112629890442,5.744892041548155e-05,0.26027682423591614,0.24607732892036438,0.20780448615550995,0.5873173475265503,0.6126989126205444,0.1432550996541977,0.6836417317390442,0.23383870720863342,0.4332122802734375,0.46213439106941223
12,0.5758630633354187,0.3879641890525818,0.0295852180570364,0.6967301964759827,0.5149162411689758,0.7400996088981628,0.38565680384635925,0.33292752504348755,0.2324836254119873,0.022053681313991547,0.6538493037223816,0.38621804118156433,0.01120932400226593,0.009419604204595089,0.0044109574519097805,0.010093173943459988,0.8030626773834229,0.38433295488357544,0.3295592963695526,0.0010373905533924699,0.4635508954524994,0.7261171340942383,0.3971240222454071,0.8897712230682373,0.9165071249008179,0.5054959654808044,0.5121416449546814,0.24595585465431213,0.6433218121528625,0.7548895478248596
13,0.903622031211853,0.8106644153594971,0.03379055857658386,0.2943267226219177,0.9146133065223694,0.6970462203025818,0.5748934745788574,0.5740997791290283,0.5235450863838196,3.5630891943583265e-05,0.39839914441108704,0.020401472225785255,0.989598274230957,0.005822992417961359,0.06220182031393051,0.005007896106690168,0.02371588908135891,0.015352951362729073,0.7042154669761658,0.00024488638155162334,0.8025349974632263,0.948881208896637,0.6706575155258179,0.9602068662643433,0.9484208822250366,0.7617824077606201,0.010659814812242985,0.033725541085004807,0.9314186573028564,0.8029543161392212
14,0.5977125763893127,0.3867886960506439,0.2560166120529175,0.535945475101471,0.5094236135482788,0.4438297748565674,0.40717437863349915,0.259418249130249,0.5246493816375732,0.003459400264546275,0.7860713005065918,0.6534658670425415,0.8914584517478943,0.057345375418663025,0.012167293578386307,0.06022303178906441,0.20933881402015686,0.11595761775970459,0.5327481627464294,0.0022730983328074217,0.5461636781692505,0.44358932971954346,0.30588498711586,0.6578193306922913,0.6343746781349182,0.25768712162971497,0.2233944535255432,0.18969017267227173,0.601813018321991,0.6372696757316589
